split,source,gn,es
train,spl,"Moakãhára, Vidalia Sánchez, ko araapy pyharevépe, omba'apo joajúta jahechápa toñemoasãi ha tojekuaaukave ñe'ẽnguéra ha avei Paraguái reko joparaeta.","El acto de firma de convenio fue presidido por la Ministra de la SPL, Ladislaa Alcaraz de Silvero y la Directora de la Editorial Servilibro, Vidalia Sánchez."
train,spl,"Avei tembiapo joaju rupive, mokõie temimoĩmby oguenohẽse tenonde gotyo ñe'ẽ jehapereka ha jehape'apo, guarani ñe'ẽ jeporumeme, aranduka ñe'ẽnguéra rehegua ñemyasãi, ha ambueve.","Entre las líneas de acción, ambas instituciones prevé también tareas conjuntas en el área de investigación y planificación lingũísticas y culturales, la normalización de la lengua guaraní y la publicación de materiales sobre temas lingũísticos."
train,spl,"Ko kuatai ñemboheraguapy oiko Paraguái Ñe'ẽnguéra Sãmbyhyha rógape, opytáva Eligio Ayala 1052 haimete EE.UU. rapépe, táva Paraguaýpe.","La firma de convenio se realizó en la sede de la Secretaría de Políticas Lingũísticas, en Eligio Ayala 1052 c/ EE.UU., en Asunción."
train,spl,ÑE'ẼNGUÉRA DERÉCHO REHE OÑEÑE'Ẽ PUHOE RUPIVE.,DERECHOS LINGŨÍSTICOS FUE TEMA DE DEBATE EN RADIO.
train,spl,"Ko arapoteĩme, tembiapo oroguatáva Paraguái Ñe'ẽnguéra Sãmbyhyha (PÑS) “Paraguái Ñe'ẽtee”, puhoe 920 AM Radio Nacional del Paraguay rupive, 10 aravo guive 11 peve, oñeñomongeta karai Christian Godoy ndive, ha'e PÑS Asesor Jurídico, ha karai Pablo Salinas ndive, omba'apóva avei Asesoría Jurídica pe, Omombe'u hikuái opa derécho ñe'ẽ rehegua jaguerekóva Paraguáipe, he'i háicha Léi 4.251/10 Ñe'ẽnguéra reheguápe, Avei omombe'u hikuái PÑS guive oñeñangarekoha hína ani haguã ñe'ẽ térã ñe'ẽ poruhárape ojeapo'i araka'eve.","Esta mañana en el programa oficial de la Secretaría de Políticas Lingũísticas “Paraguái Ñe'ẽtee”, emitido de 10 a 11 h. por la 920 AM Radio Nacional del Paraguay, dialogamos con Christian Godoy, Asesor Jurídico de la Secretaría de Políticas Lingũísticas (SPL), y con el abogado Pablo Salinas, sobre los derechos lingũísticos contemplados en la Ley 4.251/10 de Lenguas y los canales de recepción establecidos por la SPL para la atención de las denuncias sobre discriminación lingũística."
train,spl,Ikatu reikuaauka ojeapo'íramo ñe'ẽ térã iporuhára ko'ápe: www.spl.gov.py.,Las denuncias pueden ser realizadas en la página web de la institución: www.spl.gov.py.
train,spl,"“Heta jey ñaĝuahẽ Estado rérape indígena kuéra ñepytyvõvo ha ñañe'ẽ chupekuéra guaraníme, ñaimo'ã rupi iñe'ẽnguéra ha nahániri, heta indígena aty oĩ noikumbýi ha ndoiporúi guarani ñe'ẽ”, he'i Motenondehára Nieves Montiel.","“Muchas veces llegamos a las comunidades indígenas en nombre del Estado, les hablamos en guaraní pensando que es una lengua común para ellos; sin embargo, existen muchas comunidades que no hablan ni entienden el guaraní paraguayo”, apuntó la Directora Nieves."
train,spl,"Ko ka'arúpe ambue temimoĩmby, Ministerio de Justicia, ohesa'ỹijóta sentencia indígena kuéra rérape osẽmvava rehe.",En horas de la tarde continúa el taller con la partipación de refentes del Ministerio de Justicia quienes expondrán sobre las sentencias en favor de los pueblos indígenas.
train,spl,"Ko'ẽrõ, Fiscalía General del Estado guive oñehesa'ỹijóta pueblos indígenas derechokuéra rehegua.","Este miércoles, la Fiscalía General del Estado realizará otra exposición a los funcionarios de la SEN sobre los derechos étnicos de los pueblos indígenas."
train,spl,"Taller guasu oiko hína peteĩ Hotel pe, táva Paraguaýpe.",El taller es realizado en un Hotel céntrico de Asunción.
train,spl,Lingũista paraguaigua ohesa'ỹijo hembiapo Estados Unidos-pe.,Lingũista paraguaya expuso en Estados Unidos.
train,spl,"Ñane retãygua, Celeste Escobar, ñe'ẽkuaápe iñarandúva, ohesa'ỹijo hembiapokue “La Nasalancia en el Guaraní (tupí-guaraní)”, Sistemas de Sonido de Latino América (SSLA3) mbohapyha amandaje oikova'ekue 29 guive 21 jasypápe, mbo'ehaovusu Universidad de Massachusetts, Amherst-pe.","La lingũista paraguaya, Celeste Escobar, presentó su trabajo de investigación sobre “La Nasalancia en el Guaraní (tupí-guaraní)”, en la tercera conferencia sobre Sistemas de Sonido de Latino América (SSLA3) que se llevó a cabo en la Universidad de Massachusetts, Amherst, del 19 al 21 de octubre."
train,spl,"Ko amandaje ryepýpe niko ojehesa'ỹijo opa América Latina(México, América mbyte ha iguy gotyogua) ñe'ẽ tee ryapu.","La conferencia se enfocó en el aspecto del comportamiento de los sonidos en las lenguas indígenas de Latino América (México, Centroamérica, y Sudamérica)."
train,spl,"Ojehechauka heta mba'ekuaa, oñeñomongeta jere, ha mokõi jey oñombyaty hikuái mesápe, peteĩva oñoipytyvõ haĝua tapicha arandukuéra, taha'e ypykuéra térã nahániriva, oñongatu haĝua ñe'ẽ; ha ambue katu, oñemongu'e ha ojeporomokyre'ỹ haĝua ojejapóvo ko'ã kuatia, ñe'ẽ ñongatupýgui, tembipuru mbo'ehaópe.","Además de plenarias, presentaciones y posters, hubo dos mesas redondas, una dedicada a fomentar colaboraciones entre académicos indígenas y no indígenas para la documentación de lenguas, y la otra para promover la conversión de la documentación en materiales pedagógicos."
train,spl,"OÑEMBOKUATIA GUANÁ ÑE'Ẽ LINGŨISTA KATUPYRY, NICHOLAS GYNAN, ÑEPYTYÕ RUPIVE.",DOCUMENTAN EL ACERVO LINGŨÍSTICO DEL PUEBLO GUANÁ CON APOYO DEL ESPECIALISTA NICHOLAS GYNAN.
train,spl,OÑEHEKOMBO'ÉTA SEN MBA'APOHARAKUÉRAPE OÑANGAREKO PORÃVE HAĜUA INDÍGENA KUÉRARE.,CAPACITARÁN A FUNCIONARIOS DE LA SEN PARA UNA MEJOR ATENCIÓN A LOS INDÍGENAS.
train,spl,"Ko pyharevépe oñombyaty ha oñomoñe'ẽ peteĩ mburuvichakuéra oroguatátava ko ñehekombo'e, PÑS rérape oĩ kuri, María de las Nieves Montiel, Ypykuéra Ñe'ẽ Ñeñongatu ha Ñemombarete Moakãhárapavẽ, ha hembiapo irũ, Sonia Ávalos.","En la reunión mantenida este martes en la sede de la SEN, participó la Directora de Documentación y Promoción de Lenguas Indígenas, María de las Nieves Montiel y la funcionaria de la misma Dirección, Sonia Álvalos."
train,spl,Ministerio Público ha Justica avei ohekombo'éta SEN mba'apoharakuérape indígena kuéra ndive oñemba'apo porãve haĝua.,El Ministerio Público y de Justicia son las otras instituciones que ofreceran capacitaciones a los funcionarios de la SEN sobre asuntos indígenas.
train,spl,"Áĝa araapy 19 jasypakõi ramo,",El taller será en octubre próximo.
train,spl,"Ypykuéra tenondete, oñemomorã iñe'ẽ teekuéra.",Activa presencia de indígenas destacó acto de conmemoración de las lenguas nativas.
train,spl,Kuehe ka'aru oñemomorã peteĩ atýpe Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue Javeve ha itenonde umi ypykueraite voi.,Este lunes se realizó el acto de conmemoración del Año Internacional de las Lenguas Indígenas con una destacada presencia de los referentes indígenas de distintos pueblos.
train,spl,"Ñe'ẽpapára, mba'e porã ha tembiapo jeguaka apohára, jerokyhára ha ambueve ypykuérava, itenonde ko atýpe oikova'ekue Paraguaýpe.","Poetas, artistas plásticos, bailarinas, y artesanos indígenas, así como referentes de los nativos fueron protagonistas del evento realizado en Asunción."
train,spl,"Temimoĩmby Organización de Estados Iberoamericanos (OEI), Paraguái Ñe'ẽnguéra Sãmbyhyha (PÑS), Tetã Arandupy Sãmbyhyha (TAS), ha Tekombo'e ha Tembikuaa Motenondeha (TAM) ndive, ombosako'i aty oñemomorãhápe “Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue Javeve”.","El acto de conmemoración del Año Internacional de las Lenguas Indígenas fue organizado por Organización de Estados Iberoamericanos (OEI), conjuntamente con la Secretaría de Políticas Lingũísticas (SPL), la Secretaría Nacional de Cultura (SNC), y el Ministerio de Educación y Ciencias (MEC)."
train,spl,Oipytyvõ avei ko aty apo Tapicha Ikatupyry Ambuéva Derécho Sãmbyhyha (TIADS) ha Comisión Nacional de Cooperación UNESCO pegua (CNC UNESCO).,Contó a su vez con el apoyo de la Secretaría Nacional por los Derechos Humanos de las Personas con Discapacidad (SENADIS) y la Comisión Nacional de Cooperación con la UNESCO (CNC UNESCO).
train,spl,"PÑ Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omomba'e guasu ypykuéra ñe'ẽ rehe ñemba'apo imbarete ha ojehecharamo haĝua.","La ministra de la SPL, Ladislaa Alcaraz de Silvero, destacó durante su alocución la importancia de trabajar por el fortalecimiento y la valoración positiva de las lenguas indígenas."
train,spl,He'i ñane retã Paraguáipe oĩha hetaitetei ñe'ẽ ha péva ñane mboaguarava'erã.,Mencionó que el Paraguay es un país rico en diversidad lingũística y que eso debe ser motivo de orgullo para todos nosotros.
train,spl,He'i avei ndoikoveiha peteĩ ñe'ẽ ndoguerekóiramo oipurúva.,Dijo además que no existen lenguas sin hablantes.
train,spl,"Ko aty omoirũ heta mburuvicha ñane retã ha tetã ambue pegua, ypykuéra moakãhára, ha ambueve tapicha arandu.","El evento contó con la presencia de autoridades nacionales e internacionales, líderes indígenas, referentes del sector cultural y académico."
train,spl,Heta mba'e ojejaposehína Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue Javeve ryepýpe.,Prevén nutrida agenda para el Año Internacional de las Lenguas Indígenas.
train,spl,"Ko arakõime oñombyaty tapichakuéra heta tetã remimoĩmby rerapegua oñeha'ãvo hikuái ombohape opa mba'e ojejaposéva ko 2019 pukukue, Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue Javeve ñemomorã ryepýpe.","Es lunes se reunieron representantes de varios organismos y entidades del Estado a fin de seguir planificando las diferentes actividades a ser realizadas en el transcurso del 2019, en el marco del Año Internacional de las Lenguas Indígenas."
train,spl,"Ko atyrã oporohenói Paraguái Ñe'ẽnguéra Sãmbyhyha (PÑS), temimoĩmby omoakãva ñane retãme ko Ary Guasu.","La reunión fue convocada por la Secretaría de Políticas Lingũísticas (SPL), entidad que lidera en Paraguay la conmemoración del Año Internacional."
train,spl,"PÑ Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoakã ko aty, ha ohechakuaa mbohapy mba'e ojejapyhýtava ko arýpe oñemba'apóvo: ypykuéra ñe'ẽita ñemoasãi, ñe'ẽnguéra derécho, ha guarani (ñe'ẽ tee háicha) rehe ñemba'apo.","La titular de la SPL, Ladislaa Alcaraz de Silvero, presidió la jornada de planificación, quien resaltó como principales líneas de acción durante el año la promoción y difusión de lenguas indígenas, los derechos lingũísticos y el fortalecimiento de la lengua guaraní (como lengua oficial)."
train,spl,Sãmbyhyha he'i peteĩ ñe'ẽ tuicha mba'eha oĩ rupi ñande rapicha oikovéva ipype.,La ministra subrayó diciendo que una lengua es importante porque existen personas que viven en ella.
train,spl,Vokoiete oñemoasãitama opa mba'e ojejapótava ko ary pukukuépe Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue Javeve ryepýpe.,Próximamente será socializada con la ciudadanía la agenda nacional de actividades de conmemoración del Año Internacional de las Lenguas Indígenas.
train,spl,"Ko aty oñembohapehaguépe tetã remimoĩmbykuéra ndive opa mba'e'apopy, oiko ko arakõi pyharevépe, Kuñanguéra Ykeko Motenondeha kotýpe.",La actividad de planificación con los OEE se realizó este lunes en el salón de actos del Ministerio de la Mujer.
train,spl,Guarani ypykuéra aty oñeha'ã omombarete iñe'ẽ ypy.,Pueblo indígena Guaraní busca fortalecer su lengua materna.
train,spl,"Aty Organización del Pueblo Guaraní (OPG) ombosako'i peteĩ ñeñombyaty oñeha'ãnguévo omombarete guarani aty Paraguáipe iñe'ẽ ypy; kóva rupive hi'ã chupekuéra oñemomba'eve ñe'ẽ ypy jeporu hekoha rehekuéra; avei, toñemombarete iñe'ẽnguéra tee ojeporu rupive, oñemboayvu ha ojehaikuévo, taha'e ogapy, mbo'ehao, tekoha rehe, ha ambueve henda rupi.","La Organización del Pueblo Guaraní (OPG) realiza un taller de fortalecimiento de la lengua materna del pueblo guaraní de Paraguay, con el objetivo de concienciar sobre la importancia de utilizar la lengua materna en cada comunidad Guaraní; así mismo, fortalecer el idioma propio a través del uso, tanto oral como escrito, en los ámbitos familiar, educativo, comunitario, etc."
train,spl,"Ko aty, oikóva Santa Teresita atýpe, Mariscial Estigarribia (Chaco)-pe, oñepyrũ kuehe ha opáta ko árape 14 jasykõime.","La actividad, realizada en la comunidad Santa Teresita, del distrito de Mariscal Estigarribia (Chaco), inició ayer y culminará hoy 14 de febrero."
train,spl,"Omoirũ Asamble del Pueblo Guaraní – APG Mburuvicha, Teko Guaraní, ha Conejo Continental de la Nación Guaraní – CCNGUA.","Cuenta con la presencia de los Mburuvicha de la Asamblea del Pueblo Guaraní – APG, Teko Guaraní, y Conejo Continental de la Nación Guaraní – CCNGUA."
train,spl,"Ko aty rupive oñeñeha'ã avei oñemombareteve tekombo'e moñepyrũ tekojoparáre ojejesarekokuévo ha oporombokatupyrýva ikatu haĝuáicha ova kuaapy peteĩgui ambuépe, yvatýgui toguejy tohóvo (peteĩ ypykuégui ambue ypykuépe), ombohapétava ñe'ẽkõi jehekombo'e ñepyrũ (castellano ha guarani)-me.","El taller constituye también un espacio de consolidación del programa de alfabetización, que con un enfoque intercultural se basa en una metodología de capacitación en cascada (indígena a indígena) que permite trabajar la alfabetización bilingũe (castellano - guaraní)."
train,spl,"Avei, oñeñeha'ã ojehekombo'eve ypykuéra moakãharakuérape, ãva ohekombo'e jey haĝua mitã pyahukuérape, ikatu haĝuáicha omombarete hikuái iñe'ẽ tee.","Así mismo, apunta a continuar con la formación de líderes y lideresas para que faciliten la capacitación y empoderamiento de los jóvenes en el proceso de fortalecimiento del idioma propio."
train,spl,Ko aty omombaretekuaáva guarani aty ñe'ẽ tee oipytyvõ Gobernación de Boquerón y de la Municipalidad de Mariscal Estigarribia.,El taller de fortalecimiento de la lengua materna del pueblo guaraní cuenta con el apoyo de la Gobernación de Boquerón y de la Municipalidad de Mariscal Estigarribia.
train,spl,Guarani Ñe'ẽ Rerekuapavẽ oguenohẽta peteĩha hemimyasãi tembikuaa ha ñe'ẽporã rehegua.,Academia de la Lengua Guaraní lanzará su primera revista científica y literaria.
train,spl,Guarani Ñe'ẽ Rerekuapavẽ (Academia de la Lengua Guaraní) oguenohẽta peteĩhaite hemimyasãi tembikuaa ha ñe'ẽporã rehegua mokõi ñe'ẽme (guarani ha castellano)-pe.,La Academia de la Lengua Guaraní (Guarani Ñe'ẽ Rerekuapavẽ) presentará su primera revista científica y literaria bilingũe (guaraní-castellano).
train,spl,"Oikóta áĝa 8 jasykõime, ko arapoteĩme, 19:00 aravo jave, Ateneo Cultural Lidia Guanes rógape, opytáva Pastora Céspedes 1605, Los Laureles tava'ípe.","Será el próximo viernes 8 de febrero a las 19:00 hs., en un acto a realizarse en el Ateneo Cultural Lidia Guanes, avenida Pastora Céspedes 1605, barrio Los Laureles."
train,spl,"Oikuaaukáta ko temimyasãi Tetã Arandupy Sãmbyhyhára, Rubén Capdevila.","La presentación de la revista estará a cargo del ministro de Cultura, Rubén Capdevila."
train,spl,Ko Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue Javeve omoneĩva'ekue Asamblea General de las Naciones Unidas ha UNESCO omoakãta opa mba'e ojejapótava hyepýpe ko ary pukukue.,El Año Internacional de las Lenguas Indígenas fue proclamado por la Asamblea General de las Naciones Unidas con la UNESCO como la agencia líder de las Naciones Unidas para el Año.
train,spl,Tekotevẽ ojehechakuaa tuichaiterei mba'eha ypykuéra ñe'ẽita ha mba'éichapa ãva ohasa'asyetereihína.,"El propósito de la iniciativa es crear conciencia sobre los riesgos críticos que enfrentan estos idiomas y su valor como vehículos de la cultura, los sistemas de conocimiento y las formas de vida."
train,spl,"Yvy'ape tuichakue oñemomba'ese ko arýpe ypykuéra ñe'ẽitápe (ehechami umi tetã oikémava: https://www.iyil.org/events.html), jahechápa ani ogue ichuguikuéra iñe'ẽ, ha pevarã heta jey tekotevẽ oñeñeha'ã avei hendivekuéra tove toikoporãve ha taimbareteve hatykuéra omba'apó'a herapekuéra.","Las lenguas indígenas se conmemorarán en todo el mundo durante el año (ver la lista en evolución en https://www.iyil.org/events.html) con el objetivo de garantizar su protección, que en muchos casos requiere mejorar las condiciones de vida de los pueblos indígenas y el fortalecimiento de sus respectivas organizaciones."
train,spl,"Ypykuéra ñe'ẽ hetavéva umi 7.000 ñe'ẽ oĩva yvy'ape tuichakue javeve apytépe, ha opaite ñe'ẽicha, oñongatu heta kuaapy, teko, temiandu, ha ãva oguéramo, ñanemochi'ĩvéta yvyporaháicha ha mba'evaietéta umi ypykuérape ĝuarã iñemoñarekuéra ndoiporuvéitamare iñe'ẽ teekuéra.","Los idiomas indígenas constituyen la mayoría de los 7,000 idiomas estimados del mundo y, como todos los idiomas, son depositarios y vehículos de la cultura, el conocimiento, los valores y la identidad, cuya pérdida representa un empobrecimiento para la humanidad en general y un trágico desempoderamiento para las comunidades que se les ha impedido transmitir su lengua materna a sus hijos."
train,spl,Paraguáipe oĩ 19 ypykuéra ñe'ẽ ha ãva apytégui 6 heko'asyvéva.,En Paraguay son 19 las lenguas indígenas existentes de las cuales seis son categorizadas en riesgo de desaparecer.
train,spl,PÑS guive oñeñeha'ã oñemba'apo ypykuéra ndive jahechápa ani ogue chuguikuéra iñe'ẽ ha akóinte oiporu haĝua hikuái.,Desde la SPL se viene realizando en coordinación con los pueblos originarios varios trabajos a fin de preservar sus lenguas propias.
train,spl,Ypykuéra ñe'ẽ ñemoasãi/Ñeñangareko/Ñemombarete jey #ñandeypykuéra,Promover/Proteger/Revitalizar las Lenguas Indígenas #somosindigenas
train,spl,Guarani iñe'ẽryru teéta.,Guaraní tendrá su primer diccionario oficial.
train,spl,"Guarani Ñe'ẽ Rerekuapavẽ, Omba'apóva Ñe'ẽndy ha Ñe'ẽ pyahukuéra guive, oku'e ñepyrũma oguerojera haĝua ñe'ẽryru teerã (Guarani Paraguái Ñe'ẽryru), osẽtava vokoiete mayma oiporusévape ĝuarã.","La Academia de la Lengua Guaraní, desde el Departamento de Lexicografía y Terminología, inició los primeros importantes pasos para la elaboración del diccionario oficial de la lengua guaraní (Guarani Paraguái Ñe'ẽryru), que próximamente será puesto a disposición de los interesados."
train,spl,"Terekuarakuéra oñombyaty ararundy ka'aru ohasava'ekuépe oñemindu'u haĝua kuatia ombohapéva ñe'ẽryru aporã rehe, mba'eichaitétapa ko ñe'ẽryru, mamomamóguipa ojejapyhýta marandukuéra ha mavamávapa oipytyvõne avei ko mba'e guasuete apo.","Miembros de la Academia se reunieron este miércoles a fin de analizar el instructivo para la elaboración del diccionario, las características que tendrá el material, las fuentes posibles para el lemario básico y la lista de las personas que estarían colaborando con el trabajo."
train,spl,Ko Guarani Paraguái Ñe'ẽryru oñembosako'i ñepyrũmava ikatúma osẽ 2020 ary opa potávo.,La primera edición del diccionario sería presentada a fines del año 2020.
train,spl,Ojejapóta guaraníme añónte ha omono'õta umi ñe'ẽ ojeporu ha ojeikuaáva.,Será elaborado en monolingũe guaraní y reunirá las palabras que respondan al uso funcional de la lengua.
train,spl,"Ko ñe'ẽryru niko hasypeve oúta oipytyvõ heta tapicha jetypekahára, mbo'ehára, temimbo'e ha ambuevépe; oipytyvõ añetéta avei ko ñe'ẽ imbarete ha okakuaave haĝua haipýpe.","Este diccionario vendrá a cubrir una necesidad anhelada por académicos, investigadores, docentes, alumnos, etc., y será de suma importancia para la estandarización de la lengua y la consolidación de su uso escrito."
train,spl,"Guarani Ñe'ẽ Rerekuapavẽ, omoheñoiva'ekue Léi 4251/10 Ñe'ẽnguéra rehegua, niko peteĩ temimoĩmby ndoku'éiva viru rapykuéri.","La Academia de la Lengua Guaraní, creada por la Ley 4251/10 de Lenguas, es una entidad sin fines de lucro."
train,spl,Omba'apo ñepyrũ upe 2012 ary guive ha oguereko ipype mbohapypa tapicha terekuára.,Fue instituido en el año 2012 y trabaja con treinta miembros titulares.
train,spl,Ko'aĝaitéramo omoneĩ ha oguenohẽma Achegety ha Guarani Ñe'ẽtekuaa.,Hasta la fecha ha aprobado y publicado el alfabeto y la gramática de la lengua.
train,spl,SENATUR mba'apoharakuéra oñembokatupyry guaraníme.,Funcionarios de SENATUR se capacitan en guaraní.
train,spl,"Ojeporu porãve rekávo guarani ñe'ẽ ikatu haĝuáicha oñeñangareko hekopeve mayma tapicháre ko temimoĩmby guive, Tetãpy Jehechauka Sãmbyhyha (Secretaría Nacional de Turismo, SENATUR) mba'apoharakuéra omoñepyrũ upe araapýpe guarani ñe'ẽ ñembokatupyry oiporukuaa haĝua hikuái ko ñe'ẽ hembiapohápe.","Con el objetivo de mejorar el uso de la lengua guaraní al momento de brindar los distintos servicios que ofrece la institución, funcionarios de la Secretaría Nacional de Turismo (SENATUR) iniciaron este martes el taller de guaraní comunicativo para el sector turístico."
train,spl,"Ko mbo'epy oñepyrũhápe, Paraguái Ñe'ẽnguéra Sãmbyhyha (PÑS) rérape oĩ omoakãvahína ko'áĝa Ñe'ẽ Rape'apo Moakãhapavẽ, Osvaldo Núñez; ohesa'ỹijo mbykyha guivo Léi 4251/10 Ñe'ẽnguéra rehegua.","En la apertura del curso, la Secretaría de Políticas Lingũísticas (SPL) estuvo representada por el encargado de despacho de la Dirección General de Planificación Lingũística, Osvaldo Núñez, quien socializó con el auditorio parte del contenido de la Ley 4251/10 de Lenguas."
train,spl,"He'i avei tuicha mba'eha mayma tetã mba'apohára oiporukuaa ha joja mokõive ñe'ẽ tee (guarani ha castellano), oñangareko hekopeve haĝua tetãyguakuérare.","Así mismo, realizó una síntesis sobre la importancia de que cada funcionario público tenga el manejo de ambas lenguas oficiales (guaraní-castellano), para brindar un mejor servicio a la ciudadanía."
train,spl,Ko guarani jehekombo'e tetã jehechaukarã ojejapóta SENATUR rógape.,El taller de guaraní comunicativo para el sector turístico será desarrollado en la sede de la SENATUR.
train,spl,"Oporohekombo'éta PÑS mba'apohára, Saturnina Díaz ha Rossana Arias, ha ipukúta 30 aravo.","Estará a cargo de los técnicos de la SPL, Saturnina Díaz y Rossana Arias, y tendrá una duración de 30 horas."
train,spl,OPACI ha PÑS sãmbyhyhára he'i ikatuha omba'apo joaju.,Titulares de OPACI y SPL dialogaron sobre posibles trabajos conjuntos.
train,spl,"Organización Paraguaya de Cooperación Intermunicipal (OPACI) Moakãhára, María del Carmen Benítez ha Paraguái Ñe'ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñomongeta ko ararundýpe ha he'i hikuái ikatuha joajúpe oñeha'ã omoañete Léi 4251/10 Ñe'ẽnguéra rehegua.","Las titulares de la Organización Paraguaya de Cooperación Intermunicipal (OPACI) y de la Secretaría de Políticas Lingũísticas (SPL), María del Carmen Benítez y Ladislaa Alcaraz de Silvero respectivamente, se reunieron este miércoles con el fin de dialogar sobre posibles trabajos conjuntos para el cumplimiento de la Ley 4251/10 de Lenguas."
train,spl,"Guarani jeporu añete, ñe'ẽ teeháicha castellano ndive, ha Ypykuéra Ñe'ẽita Ñemomba'e Yvy'ape Tuichakue Javeve ojeykeko kere'ỹ haĝua tavaoha guive ha ambueve mba'e ikatu ojejapo joajúpe, he'i mokõivéva mburuvicha.","La normalización del guaraní, como idioma oficial igual que el castellano, y el involucramiento protagónico de los municipios a la conmemoración del Año Internacional de las Lenguas Indígenas, son algunas de las posibles tareas a ser realizadas en alianza entre ambos entes."
train,spl,Sãmbyhyhára Alcaraz vokoiete oñombyaty jeyva'erã umi OPACI junta directiva ndive oñembohape haĝua opa umi ojejapokuaáva oñondive oykekótava ñe'ẽnguéra ha iporuharakuérape ñane retãpýre.,La ministra Alcaraz volverá a compartir próximamente con los miembros de la junta directiva de la OPACI a fin de ir coordinando las acciones conjuntas que favorezcan a las lenguas y a sus hablantes.
train,spl,Ikatu avei vokoiete oñemboheraguapy ñe'ẽme'ẽ.,"Así mismo, se prevé la posibilidad de la firma de un convenio entre las partes."
train,spl,"PÑS guive oñeñeha'ã joaju añetépe oñemba'apo opaite tavao remimoĩmby ndive jahechápe noñemoañetéi péicha Léi Ñe'ẽnguéra rehegua, toñeñangareko ha toñemomba'e ñane retã reko joparaita.","Desde la SPL se busca una coordinación efectiva con todos los municipios del país a fin de dar cumplimiento a la Ley de Lenguas, atender y preservar la rica diversidad lingũística de nuestro país."
train,spl,MBa'éretepahina ñañemomandu'áta ypykuéra ñe'ẽ rehe.,¿Por qué la conmemoración de las lenguas indígenas?
train,spl,"Peteĩ arýpe jegueromandu'a guasu yvy'ape tuichakue javeve niko tuicha mba'ehína ikatútare mayma ñaiméva ko yvy'ape ári jahecharamo térã ñamomba'eve upe mba'e; ko 2019 Ypykuéra Ñe'ẽita Ary Ñemomba'e Yvy'ape Tuichakue Javeve rupive niko tekotevẽ mayma tapicha omomba'eve, ndaha'eivoi ouporãtagui añónte mayma iporuhárape, ojehechakuaa haĝua tuicha mba'e ha hetápe ou porã rehe teko jopara yvy'ape tuichakue.","Un año internacional es un importante mecanismo de cooperación destinado a concienciar sobre un tema de interés a toda la población mundial; con la proclamación del Año Internacional de las Lenguas Indígenas en 2019 se pretende sensibilizar a la sociedad, no solo para beneficiar a las personas que hablan estas lenguas, sino también para que otros aprecien la importante contribución que hacen a la rica diversidad cultural de nuestro mundo."
train,spl,"Upe 2016-pe, Asamblea General de las Naciones Unidas omoneĩramo guare Apoukapy ipapapýva 71/178 he'ihápe 2019 ha'etaha Ypykuéra Ñe'ẽita Ary Ñemomba'e Yvy'ape Tuichakue Javeve, upérõ Foro Permanente para las Cuestiones Indígenas he'iva'ekue 40%, umi 6.700 ñe'ẽ oje'éva ojeiporuha yvy'ape tuichakue javeve apytégui, ikatuhahína ogue.","En el año 2016, cuando la Asamblea General de las Naciones Unidas aprobó la resolución 71/178 en la que se proclamó el año 2019 Año Internacional de las Lenguas Indígenas, el Foro Permanente para las Cuestiones Indígenas había indicado que el 40% de las 6.700 lenguas que se calcula que se hablan en el mundo estaban en peligro de desaparición."
train,spl,"Ojehechakuaávo kóva apytépe opavave nunga ha'eha ypykuéra ñe'ẽ ha péva he'ise ikatuha oguepaite hetaiterei arandupy, mba'ekuaapy ha ambueve jeikuaa rehegua ko'ã ñe'ẽme oñeñombe'úva.",El hecho de que la mayoría de ellas son lenguas indígenas pone en riesgo las culturas y sistemas de conocimiento a los que pertenecen.
train,spl,"Ypykuéra aty, reíntemo itenonde tekoha rehe ñeñangarekópe, avei iñe'ẽnguéra rupive oñeñongatu ha oñemombe'u heta mba'e kuaapy ha ãva ojeikuaaukava'erã mba'eguasuha tetãnguérape ĝuarã, oñakãrapu'ã haĝua, ipy'aguapy ha oikoporãmba haĝua yvyporakuéra.","Los pueblos indígenas, no solo son líderes en la protección del medio ambiente, sino que, además, sus idiomas representan sistemas complejos de conocimientos y comunicación y deben reconocerse como un recurso nacional estratégico para el desarrollo, la consolidación de la paz y la reconciliación."
train,spl,"Avei, ypykuéra niko omokyre'ỹ ha ombohetia'e arandupykuéra ha ijeporu, tekoha mba'e tee ymaite guivemavoi oikovéva.","Asimismo, los pueblos indígenas fomentan y promueven culturas, costumbres y valores locales singulares que se han mantenido durante miles de años."
train,spl,"Ypykuéra ñe'ẽita niko oipytyvõ akóinte imbarete haĝua ñande yvyporakuéra reko jopara; hesekuera'ỹ, yvy'ape imboriahuve va'erãmo'ã.","Las lenguas indígenas contribuyen a la rica trama de la diversidad cultural mundial; sin ellas, el mundo sería un lugar más pobre."
